index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
e07c6ee2c95d870c3f5927df1b07ab59,2025-11-17T18:04:02Z,Fog,туман Подмосковье,tass.ru,ru,0.8,"In der Nacht zum 18. November wird in der Region Moskau mit starkem Nebel gerechnet. Das Ministerium für Notsituationen empfahl den Autofahrern, einen größeren Abstand einzuhalten",В Подмосковье ожидается сильный туман в ночь на 18 ноября,В МЧС рекомендовали водителям соблюдать увеличенную дистанцию,Heavy fog is expected in the Moscow region on the night of November 18. The Ministry of Emergency Situations recommended that drivers maintain an increased distance,Nebula gravis expectatur in regione Moscuae nocte mensis Novembris 18. Ministerium condicionum tumultuarios suadet ut rectores distantiam augeri sustineant.,https://tass.ru/obschestvo/25649157,https://cdn-storage-media.tass.ru/thumb/ru/obschestvo/25649157?u=2025-11-17T18:04:02.876110,,", 17 . //. 18 . .
"" 18 200-700 "", - .
 , .",,2025-12-15 09:04:31+00:00,wmo,Russia,ESB,Europe
4a47b4efdb09ef85a887f2ed0b6225ec,2025-11-24T10:12:02Z,Fog,туман Подмосковье,life.ru,ru,0.8,"Eisiger Regen und Nebel verwandelten die Region Moskau in Wirklichkeit in einen „Horrorfilm“. In der Region Moskau kam es zu Eisregen, woraufhin sich dichter Nebel über die Region senkte. Bewohner der Region Moskau veröffentlichen Aufnahmen von schlechtem Wetter online. Die „gelbe“ Wettergefahrstufe gilt in der Region weiterhin; sie wurde bis heute 21:00 Uhr verlängert.",Ледяной дождь и туман превратили Подмосковье в «фильм ужасов» наяву,"Московская область пережила ледяной дождь, после чего на регион опустился густой туман. Жители Подмосковья публикуют в Сети кадры непогоды. В области продолжает действовать «жёлтый» уровень погодной опасности, его продлили до 21:00 сегодняшнего дня.","Freezing rain and fog turned the Moscow region into a “horror movie” in reality. The Moscow region experienced freezing rain, after which thick fog descended on the region. Residents of the Moscow region publish footage of bad weather online. The “yellow” level of weather danger continues to operate in the region; it has been extended until 21:00 today.","Imbribus gelantibus et nebula Moscuam regionem in ""horrorem pelliculam"" re vera convertit. Regio Mosquae pluviam rigentem expertus est, post quam densa nebula in regionem descendit. Residentes regionis Moscuae evulgent footage of bad weather online. In regione periculi ""flavum"" campestrem tempestatum operari pergit; extensum est usque ad 21:00 hodie.",https://life.ru/p/1813216,https://static.life.ru/ip/unsafe/rs:fit:1200:/q:98/sh:0.5/czM6Ly9saWZlLXN0YXRpYy9wdWJsaWNhdGlvbnMvMjAyNS8xMS8yNC8xMDM1MzQ3NjYzMjQ5LjkxOS5wbmc=.webp,,", . . «» , 21:00 .
 , , . , « ». , «» . , . - , . 
 «» , , , , . , « » .
 «» Life.ru.",,2025-12-15 09:04:31+00:00,wmo,Russia,ESB,Europe
76c40b4071255e5921887303f200d9a9,2025-11-30T12:55:33Z,Fog,туман Подмосковье,tass.ru,ru,0.8,In Moskau und der Region Moskau wurde die Wettergefahrstufe Gelb ausgerufen. In der Hauptstadtregion wird starker Nebel erwartet,В Москве и Подмосковье объявили желтый уровень погодной опасности,В столичном регионе ожидается сильный туман,A yellow level of weather danger was declared in Moscow and the Moscow region. Heavy fog expected in the capital region,Status tempestatis flavus periculum in regione Moscuae et Moscuae indicatus est. Gravis nebula expectata in caput regionis,https://tass.ru/obschestvo/25774069,https://cdn-storage-media.tass.ru/thumb/ru/obschestvo/25774069?u=2025-11-30T12:55:33.136000,,", 30 . //. - . .
"" , 200 , "", - . . , , , 09:00 , 1 .
 , , 1 1 , - 2 3 . 3 , - 5 . - 4-9 /. "" "", - .
 . "" , "", - Telegram-.",,2025-12-15 09:04:31+00:00,wmo,Russia,ESB,Europe
369900e85e2f9dcb8217d09c6d14212e,2025-11-18T03:05:50Z,Snow&Ice,снег России,tass.ru,ru,0.8,"In Moskau werden bewölktes Wetter, Regen, Graupel und bis zu 10 Grad Celsius erwartet. Ereignisse in Russland und der Welt. Analytische Veröffentlichungen. Materialien von Pressekonferenzen. Video- und Fotoberichte","В Москве ожидаются облачная погода, дождь, мокрый снег и до 10 градусов тепла",События в России и мире. Аналитические публикации. Материалы пресс-конференций. Видео- и фоторепортажи,"Cloudy weather, rain, sleet and up to 10 degrees Celsius are expected in Moscow. Events in Russia and the world. Analytical publications. Materials of press conferences. Video and photo reports","Serena tempestas, pluvia, pruina et usque ad 10 gradus Celsius Moscuae exspectantur. Gesta in Russia et mundo. Editiones analyticae. Materiae collationum diurnariae. Video et photo tradit",https://tass.ru/obschestvo/25650935,https://cdn-storage-media.tass.ru/thumb/ru/obschestvo/25650935?u=2025-11-18T03:05:50.532002,,", 18 . //. , 10 . .
 8-10 , 2 . 2 .
 , , 6-11 /c, 17 /. 735 .
 7 12 , 0 . 4 .",,2025-12-19 20:55:48+00:00,wmo,Russia,ESB,Europe
5b9e66e78abe20ef9350ab168fa5164e,2025-11-21T03:37:45Z,Snow&Ice,снег России,vz.ru,ru,0.8,"Den Moskauern wurde ein bewölkter und warmer Freitag versprochen. Laut der Website des Hydrometeorologischen Zentrums Russlands wird in Moskau am Freitag bewölktes Wetter mit Lichtungen, stellenweise leichtem Schneefall und Regen sowie Schneeregen erwartet. Das bewölkte Wetter mit Auflockerungen wird in Moskau am Freitag anhalten, berichtet TASS unter Berufung auf Daten des Hydrometeorologischen Zentrums...",Москвичам пообещали облачную и теплую пятницу,"Облачная погода с прояснениями, местами небольшой снег с дождем и гололедица ожидаются в Москве в пятницу, сообщается на сайте Гидрометцентра России. Облачная погода с прояснениями сохранится в Москве в пятницу, передает ТАСС со ссылкой на данные Гидрометцент…","Muscovites were promised a cloudy and warm Friday. Cloudy weather with clearings, light snow and rain in places and sleet are expected in Moscow on Friday, according to the website of the Hydrometeorological Center of Russia. Cloudy weather with clearing will continue in Moscow on Friday, TASS reports citing Hydrometeorological Center data...","Moscovitae promissae sunt Veneris nubilum et calidum. Serena tempestas cum purgationibus, lux nix et pluvia in locis et pruina exspectantur Moscuae die Veneris, secundum situm inter centrum Hydrometeorologicum Russiae. Serena tempestas cum serenitate Moscuae die Veneris perseveret, TASS refert data Centre Hydrometeorologico...",https://vz.ru/news/2025/11/21/1375395.html#text,https://img.vz.ru/upimg/soc/soc_1375395.png,,", , Telegram-.
 128 . . 100 . , , , 28 . .
 19 . . 4,8 . , 1,5 . , , , .
 673 , , 329 , 37 .
, «-2025» 4,3 . .",,2025-12-19 20:55:48+00:00,wmo,Russia,ESB,Europe
10b123c0ee0d5b7f4445a50eaa0983cf,2025-11-23T10:12:08Z,Snow&Ice,снег России,rg.ru,ru,0.8,"Die städtischen Dienste wurden in höchste Alarmbereitschaft versetzt. In der Nacht des 24. November werden Eisregen, Schnee und ein starker Temperaturabfall erwartet. Diese Vorhersage wurde vom Hydrometeorologischen Zentrum Russlands veröffentlicht. Wegen des schlechten Wetters sind die Energieversorger der Hauptstadt in höchste Alarmbereitschaft versetzt.",Городские службы переведены в режим повышенной готовности,"Ледяной дождь, снег и резкое понижение температуры ожидаются в ночь на 24 ноября. Такой прогноз опубликовал Гидрометцентр России. Столичные коммунальные службы переведены в режим повышенной готовности из-за непогоды.","City services have been placed on high alert. Freezing rain, snow and a sharp drop in temperature are expected on the night of November 24. This forecast was published by the Hydrometeorological Center of Russia. The capital's utilities have been put on high alert due to bad weather.","Officia urbana in alto posita sunt intenti. Imber nivalis, nix et gutta in caliditate acuta nocte Novembris 24. Exspectantur haec praenuntiatio a centro Russiae hydrometorologico divulgata. Capital utilitas in altum erecta propter tempestatibus adhibita sunt.",https://rg.ru/2025/11/23/reg-cfo/gorodskie-sluzhby-perevedeny-v-rezhim-povyshennoj-gotovnosti.html,https://cdnstatic.rg.ru/images/rg-social-dummy-logo-650x360.jpg,,"Telegram- , .
"" 23:00 23 09:00 24 , - - . - "".
 - . . . - . - , .",,2025-12-19 20:55:48+00:00,wmo,Russia,ESB,Europe
669115e0ac4003c8096e0cabafc24222,2025-11-23T13:55:23Z,Snow&Ice,снег России,life.ru,ru,0.8,"In Moskau wird mit Schnee, Eisregen und Eis gerechnet. In Moskau wird vom 23. November, 23 Uhr, bis zum 24. November, 8 Uhr, stellenweise Schneeregen, gefrierender Regen und starkes Eis erwartet. Die Hauptdirektion des russischen Ministeriums für Notsituationen für die Hauptstadt warnte davor.","Снег, ледяной дождь и гололедица ожидаются в Москве","В Москве с 23:00 23 ноября до 8:00 24 ноября местами ожидается мокрый снег, ледяной дождь и сильная гололедица. Об этом предупредило Главное управление МЧС России по столице.","Snow, freezing rain and ice are expected in Moscow. In Moscow, from 23:00 on November 23 to 8:00 on November 24, sleet, freezing rain and heavy ice are expected in places. The Main Directorate of the Russian Ministry of Emergency Situations for the capital warned about this.","Nix, imber et gelu gelu Moscuae desiderantur. Moscuae a 23:00 in Novembrem usque ad 8:00 in 24 Novembris, pruina, congelatio pluviae et glacies gravis in locis exspectantur. Praecipuum Directoratum Ministerii Russiae tumultuarios Situationes capitis de hoc monuit.",https://life.ru/p/1813002,https://static.life.ru/ip/unsafe/rs:fit:1200:/q:98/sh:0.5/czM6Ly9saWZlLXN0YXRpYy9wdWJsaWNhdGlvbnMvMjAyNS8xMS8yMy81OTMwOTcxNjk5MDIuMTQwOS5qcGc=.webp,,"23:00 23 8:00 24 , . .
- : , , .
 : «101», «112» 8 (495) 637-31-01.
 , . , 90% - , . - 87%, , .
 , «» Life.ru.",,2025-12-19 20:55:48+00:00,wmo,Russia,ESB,Europe
796de5aa2598bc11f76392d6b5d50421,2025-11-24T11:30:05Z,Snow&Ice,снег России,vz.ru,ru,0.8,"Der finnische Flughafen, der ohne Touristen aus Russland zurückblieb, weigerte sich, den Schnee von der Landebahn zu entfernen. Der Flughafen Lappeenranta in Finnland werde seine Landebahn in diesem Winter aufgrund des Mangels an russischen Touristen nicht regelmäßig vom Schnee befreien, sagte ein Flughafenmitarbeiter. Wie ein Flughafenmitarbeiter sagte: „Regelmäßige Schneeräumung auf der Landebahn ...",Оставшийся без туристов из России финский аэропорт отказался убирать снег с ВПП,"Аэропорт Лаппеенранта в Финляндии этой зимой не будет регулярно очищать свою взлетно-посадочную полосу от снега из-за отсутствия российских туристов, сообщил работник воздушной гавани. Как рассказал работник аэропорта, «регулярная уборка снега на взлетно-поса…","The Finnish airport, left without tourists from Russia, refused to remove snow from the runway. Lappeenranta Airport in Finland will not regularly clear its runway of snow this winter due to the lack of Russian tourists, an airport employee said. As an airport employee said, “regular snow removal on the runway...","Aeroportus Finnicus, sine peregrinatoribus ex Russia relictus, nives ex ponte removere noluit. Lappeenranta Airport in Finnia pontis nivis hanc hiemem non regulariter purgabit propter inopiam peregrinatores Russiae, molestie aeriportus dixit. Ut aeriportus molestie dixit, ""nivis remotionem in ponte iusto...",https://vz.ru/news/2025/11/24/1376133.html#text,https://img.vz.ru/upimg/soc/soc_1376133.png,,"« , , . , - , », . 
 . « . . , », . 
 , , , « », : « . , , . , . ». 
« , . , . , », . 
, « », . , , « ». 
 , , , ,  . 
 : « . ». , , : « ».
 , « , ». , - , « , , , «» ».
 - G20 , , . 
 , , 2… [+84 chars]",,2025-12-19 20:55:48+00:00,wmo,Russia,ESB,Europe
6bae48f0a0c58ca60854b5889e76c8f6,2025-11-26T05:26:40Z,Snow&Ice,снег России,tass.ru,ru,0.8,"In den Regionen im Nordwesten Russlands wird mit Frost und Schnee gerechnet. In Komi hören die Niederschläge nach einem kurzen Tauwetter mit Schneestürmen auf, aber es kommt weiterhin zu Windböen von bis zu 14 m/s, nachts bis zu 18 m/s",В регионах северо-запада России ожидаются морозная погода и снег,"В Коми после кратковременной оттепели с метелями осадки прекратятся, но сохранится ветер порывами до 14 м/с, ночью - до 18 м/с","Frosty weather and snow are expected in the regions of northwestern Russia. In Komi, after a short thaw with snowstorms, precipitation will stop, but wind gusts of up to 14 m/s will continue, at night - up to 18 m/s","Pruina tempestas et nix exspectantur in regionibus Russiae septentrionalibus. In Komi, post brevem tabem nivis, praecipitatio cessabit, sed procellae venti usque ad 14 m/s manebunt, noctu - usque ad 18 m/s",https://tass.ru/obschestvo/25730947,https://cdn-storage-media.tass.ru/thumb/ru/obschestvo/25730947?u=2025-11-26T05:26:40.345398,,", 14 /, - 18 /
, 26 . //. 2 20 26 - (). , .
 , . . . 7-12 , 18, 4-9 . , 16 /.
 , 14 /, - 18 /. - 2,7 , 17 , . 3-8 , . .
 . . . 4-9 /, 14 /. 2-7, 12 ; 0 5. () . , . 5-10 /, 19 /. 17-22, 7-12 ; 15-… [+122 chars]",,2025-12-19 20:55:48+00:00,wmo,Russia,ESB,Europe
ae90e77918653c40784519fc1e663f70,2025-11-27T04:11:07Z,Snow&Ice,снег России,tass.ru,ru,0.8,Im Nordwesten Russlands wird mit Schnee und Eis gerechnet. Meteorologen warnen auch vor möglichen Schneestürmen,На северо-западе России ожидаются снег и гололед,Синоптики также предупреждают о возможных метелях,Snow and ice are expected in northwestern Russia. Forecasters also warn of possible snowstorms,Nix et glacies in Russia septentrionali exspectantur. Et de nivis fieri potest monere Forecasters,https://tass.ru/obschestvo/25743517,https://cdn-storage-media.tass.ru/thumb/ru/obschestvo/25743517?u=2025-11-27T04:11:07.665000,,", 27 . //. , 27 , .
 . , , . 5-10 , 15, 0 5. . , . 5-10 , 15, 3-8 .
 , . , . 15 /, - 20 /. 20-25 , 32. 7-12 , 17-22. 1 4, 11.
 32 , 15-20 . 18 , 5-10 . , . 4-9 , , .
 . , , , . . . 0 5, 2 3.
"" .… [+106 chars]",,2025-12-19 20:55:48+00:00,wmo,Russia,ESB,Europe
